scinam,longevity,origin,data_sources
streptopelia risoria,12,unknown,http://www.genomics.senescence.info (AnAge build 12)
streptopelia turtur,13.2,wild,http://www.genomics.senescence.info (AnAge build 12)
strigops habroptilus,60,captivity,http://www.genomics.senescence.info (AnAge build 12)
strix aluco,21.5,wild,http://www.genomics.senescence.info (AnAge build 12)
strix nebulosa,15.8,wild,http://www.genomics.senescence.info (AnAge build 12)
strix occidentalis,25,captivity,http://www.genomics.senescence.info (AnAge build 12)
strix uralensis,23.8,wild,http://www.genomics.senescence.info (AnAge build 12)
strix varia,23,unknown,http://www.genomics.senescence.info (AnAge build 12)
struthidea cinerea,25,captivity,http://www.genomics.senescence.info (AnAge build 12)
struthio camelus,50,captivity,http://www.genomics.senescence.info (AnAge build 12)
sturnella magna,12.6,wild,http://www.genomics.senescence.info (AnAge build 12)
sturnella neglecta,10,captivity,http://www.genomics.senescence.info (AnAge build 12)
sturnus vulgaris,22.9,wild,http://www.genomics.senescence.info (AnAge build 12)
sula bassana,37.4,wild,http://www.genomics.senescence.info (AnAge build 12)
sula dactylatra,25.5,wild,http://www.genomics.senescence.info (AnAge build 12)
sula leucogaster,27.2,wild,http://www.genomics.senescence.info (AnAge build 12)
sula nebouxii,18,wild,http://www.genomics.senescence.info (AnAge build 12)
sula serrator,33,wild,http://www.genomics.senescence.info (AnAge build 12)
sula sula,23,wild,http://www.genomics.senescence.info (AnAge build 12)
surnia ulula,10,captivity,http://www.genomics.senescence.info (AnAge build 12)
sylvia atricapilla,11.6,wild,http://www.genomics.senescence.info (AnAge build 12)
sylvia borin,24,captivity,http://www.genomics.senescence.info (AnAge build 12)
sylvia communis,8.7,wild,http://www.genomics.senescence.info (AnAge build 12)
sylvia curruca,7.6,wild,http://www.genomics.senescence.info (AnAge build 12)
sylvia melanocephala,7.6,wild,http://www.genomics.senescence.info (AnAge build 12)
sylvia nisoria,11.9,wild,http://www.genomics.senescence.info (AnAge build 12)
synthliboramphus hypoleucus,15,wild,http://www.genomics.senescence.info (AnAge build 12)
syrmaticus reevesii,9.2,unknown,http://www.genomics.senescence.info (AnAge build 12)
tachybaptus ruficollis,13.5,wild,http://www.genomics.senescence.info (AnAge build 12)
tachycineta bicolor,12.1,wild,http://www.genomics.senescence.info (AnAge build 12)
tachycineta thalassina,6.8,wild,http://www.genomics.senescence.info (AnAge build 12)
tachymarptis melba,26,wild,http://www.genomics.senescence.info (AnAge build 12)
tadorna tadorna,24.8,wild,http://www.genomics.senescence.info (AnAge build 12)
taeniopygia guttata,14.5,captivity,http://www.genomics.senescence.info (AnAge build 12)
tanygnathus megalorynchos,23,captivity,http://www.genomics.senescence.info (AnAge build 12)
tanygnathus sumatranus,14.4,captivity,http://www.genomics.senescence.info (AnAge build 12)
tauraco leucotis,12.4,captivity,http://www.genomics.senescence.info (AnAge build 12)
telespiza cantans,12,captivity,http://www.genomics.senescence.info (AnAge build 12)
telespiza ultima,12,wild,http://www.genomics.senescence.info (AnAge build 12)
tetrao tetrix,12.2,wild,http://www.genomics.senescence.info (AnAge build 12)
tetrao urogallus,18,captivity,http://www.genomics.senescence.info (AnAge build 12)
thalasseus elegans,16,wild,http://www.genomics.senescence.info (AnAge build 12)
thalasseus maximus,28.6,wild,http://www.genomics.senescence.info (AnAge build 12)
thalasseus sandvicensis,30.8,unknown,http://www.genomics.senescence.info (AnAge build 12)
theristicus branickii,26,captivity,http://www.genomics.senescence.info (AnAge build 12)
theristicus caudatus,22,captivity,http://www.genomics.senescence.info (AnAge build 12)
theristicus melanopis,34.5,captivity,http://www.genomics.senescence.info (AnAge build 12)
thraupis episcopus,9.5,wild,http://www.genomics.senescence.info (AnAge build 12)
threskiornis aethiopicus,37,captivity,http://www.genomics.senescence.info (AnAge build 12)
threskiornis melanocephalus,28.2,captivity,http://www.genomics.senescence.info (AnAge build 12)
threskiornis molucca,33.2,captivity,http://www.genomics.senescence.info (AnAge build 12)
threskiornis spinicollis,39.4,captivity,http://www.genomics.senescence.info (AnAge build 12)
thryomanes bewickii,8,wild,http://www.genomics.senescence.info (AnAge build 12)
thryothorus ludovicianus,9.2,wild,http://www.genomics.senescence.info (AnAge build 12)
tinamus solitarius,15,captivity,http://www.genomics.senescence.info (AnAge build 12)
toxostoma bendirei,4.2,wild,http://www.genomics.senescence.info (AnAge build 12)
toxostoma crissale,4.8,wild,http://www.genomics.senescence.info (AnAge build 12)
toxostoma curvirostre,10.8,wild,http://www.genomics.senescence.info (AnAge build 12)
toxostoma lecontei,5.7,wild,http://www.genomics.senescence.info (AnAge build 12)
toxostoma longirostre,7.8,wild,http://www.genomics.senescence.info (AnAge build 12)
toxostoma redivivum,6.9,wild,http://www.genomics.senescence.info (AnAge build 12)
toxostoma rufum,12.8,wild,http://www.genomics.senescence.info (AnAge build 12)
trichoglossus euteles,16,captivity,http://www.genomics.senescence.info (AnAge build 12)
trichoglossus haematodus,16.1,captivity,http://www.genomics.senescence.info (AnAge build 12)
trichoglossus johnstoniae,17.8,captivity,http://www.genomics.senescence.info (AnAge build 12)
trichoglossus ornatus,19.4,captivity,http://www.genomics.senescence.info (AnAge build 12)
triclaria malachitacea,11.9,captivity,http://www.genomics.senescence.info (AnAge build 12)
tringa erythropus,8.6,wild,http://www.genomics.senescence.info (AnAge build 12)
tringa glareola,11.6,wild,http://www.genomics.senescence.info (AnAge build 12)
tringa nebularia,24.4,wild,http://www.genomics.senescence.info (AnAge build 12)
tringa ochropus,11.5,wild,http://www.genomics.senescence.info (AnAge build 12)
tringa stagnatilis,7.1,wild,http://www.genomics.senescence.info (AnAge build 12)
tringa totanus,26.9,wild,http://www.genomics.senescence.info (AnAge build 12)
troglodytes aedon,9,wild,http://www.genomics.senescence.info (AnAge build 12)
troglodytes troglodytes,7,unknown,http://www.genomics.senescence.info (AnAge build 12)
turdoides squamiceps,13.5,wild,http://www.genomics.senescence.info (AnAge build 12)
turdoides striatus,16.5,captivity,http://www.genomics.senescence.info (AnAge build 12)
turdus grayi,9.6,wild,http://www.genomics.senescence.info (AnAge build 12)
turdus iliacus,18.8,wild,http://www.genomics.senescence.info (AnAge build 12)
turdus merula,21.8,wild,http://www.genomics.senescence.info (AnAge build 12)
turdus migratorius,17,unknown,http://www.genomics.senescence.info (AnAge build 12)
turdus philomelos,17.7,wild,http://www.genomics.senescence.info (AnAge build 12)
turdus pilaris,18.1,wild,http://www.genomics.senescence.info (AnAge build 12)
turdus torquatus,9.1,wild,http://www.genomics.senescence.info (AnAge build 12)
turdus viscivorus,21.2,wild,http://www.genomics.senescence.info (AnAge build 12)
tympanuchus cupido,5,unknown,http://www.genomics.senescence.info (AnAge build 12)
tympanuchus pallidicinctus,13.5,wild,http://www.genomics.senescence.info (AnAge build 12)
tympanuchus phasianellus,7.5,unknown,http://www.genomics.senescence.info (AnAge build 12)
tyrannus tyrannus,11.1,wild,http://www.genomics.senescence.info (AnAge build 12)
tyrannus verticalis,6.9,wild,http://www.genomics.senescence.info (AnAge build 12)
tyto alba,34,wild,http://www.genomics.senescence.info (AnAge build 12)
upupa epops,11.1,wild,http://www.genomics.senescence.info (AnAge build 12)
uria aalge,38,wild,http://www.genomics.senescence.info (AnAge build 12)
uria lomvia,29,wild,http://www.genomics.senescence.info (AnAge build 12)
vanellus spinosus,17,wild,http://www.genomics.senescence.info (AnAge build 12)
vanellus vanellus,23.6,wild,http://www.genomics.senescence.info (AnAge build 12)
vermivora celata,8.5,wild,http://www.genomics.senescence.info (AnAge build 12)
vermivora chrysoptera,7.9,wild,http://www.genomics.senescence.info (AnAge build 12)
vermivora luciae,5.8,wild,http://www.genomics.senescence.info (AnAge build 12)
vermivora peregrina,6.4,wild,http://www.genomics.senescence.info (AnAge build 12)
vermivora pinus,7.9,wild,http://www.genomics.senescence.info (AnAge build 12)
vermivora ruficapilla,10.2,wild,http://www.genomics.senescence.info (AnAge build 12)
vini australis,13.6,captivity,http://www.genomics.senescence.info (AnAge build 12)
vini peruviana,18.4,captivity,http://www.genomics.senescence.info (AnAge build 12)
vireo atricapillus,7,wild,http://www.genomics.senescence.info (AnAge build 12)
vireo bellii,7.1,wild,http://www.genomics.senescence.info (AnAge build 12)
vireo flavifrons,6.1,wild,http://www.genomics.senescence.info (AnAge build 12)
vireo gilvus,13.1,wild,http://www.genomics.senescence.info (AnAge build 12)
vireo griseus,7.9,wild,http://www.genomics.senescence.info (AnAge build 12)
vireo huttoni,6.5,wild,http://www.genomics.senescence.info (AnAge build 12)
vireo olivaceus,10.2,wild,http://www.genomics.senescence.info (AnAge build 12)
vireo philadelphicus,8.8,wild,http://www.genomics.senescence.info (AnAge build 12)
vireo solitarius,7.4,wild,http://www.genomics.senescence.info (AnAge build 12)
vultur gryphus,75,unknown,http://www.genomics.senescence.info (AnAge build 12)
wilsonia canadensis,8,wild,http://www.genomics.senescence.info (AnAge build 12)
wilsonia citrina,8.2,wild,http://www.genomics.senescence.info (AnAge build 12)
wilsonia pusilla,6.8,wild,http://www.genomics.senescence.info (AnAge build 12)
xanthocephalus xanthocephalus,18,unknown,http://www.genomics.senescence.info (AnAge build 12)
xenus cinereus,16,wild,http://www.genomics.senescence.info (AnAge build 12)
zenaida asiatica,25,unknown,http://www.genomics.senescence.info (AnAge build 12)
zenaida macroura,31.3,wild,http://www.genomics.senescence.info (AnAge build 12)
zonotrichia albicollis,9.7,wild,http://www.genomics.senescence.info (AnAge build 12)
zonotrichia atricapilla,10.5,wild,http://www.genomics.senescence.info (AnAge build 12)
zonotrichia leucophrys,13.3,unknown,http://www.genomics.senescence.info (AnAge build 12)
zonotrichia querula,11.7,wild,http://www.genomics.senescence.info (AnAge build 12)
zosterops japonicus,5.1,wild,http://www.genomics.senescence.info (AnAge build 12)
accipiter cooperii,20.33,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
accipiter gentilis,16.42,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
accipiter striatus,11.5,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
acrocephalus familiaris,4.17,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
actitis macularia,12,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
aechmophorus occidentalis,11,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
aegolius acadicus,8.25,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
aeronautes saxatalis,10,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
aethia cristatella,10,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
aethia pusilla,8.08,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
aethia pygmaea,15,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
agelaius phoeniceus,15.75,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
agelaius tricolor,13.25,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
agelaius xanthomus,12.58,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
aimophila aestivalis,3.92,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
aimophila ruficeps,4.17,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
aix sponsa,22.5,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
alca torda,18,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
amazilia yucatanensis,11.17,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
ammodramus bairdii,4.58,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
ammodramus henslowii,6.5,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
ammodramus leconteii,4.08,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
ammodramus maritimus,7.83,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
ammodramus maritimus,8.92,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
ammodramus savannarum,7.08,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
amphispiza bilineata,6,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anas acuta,22.25,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anas americana,21.33,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anas bahamensis,6.25,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anas clypeata,16.58,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anas discors,23.25,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anas fulvigula,13.42,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anas laysanensis,11.83,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anas penelope,8.58,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anas platyrhynchos,27.58,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anas rubripes,26.42,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anas strepera,19.5,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anas wyvilliana,3.67,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anous stolidus,24.92,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anser albifrons,23.5,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anser caerulescens,27.5,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anser canagicus,12,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
anser rossii,22.5,wild, http://www.pwrc.usgs.gov/bbl/longevity/Longevity_main.cfm  (Bird Banding Laboratory)
